genre,graph_path,feature_path,ytid,caption,tags,split
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00049.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00049.npy,kZBFQAQI7Pg,"A male vocalist sings this energetic song. The tempo is fast with boomy bass lines, steady drumming, keyboard harmony and enthusiastic electric guitar riff with vocal backup. The audio quality is very bad and the song is muffled and muddy. This song is a live performance with ambient sounds of people clapping and cheering.","['male vocalist', 'fast tempo', 'boomy bass', 'enthusiastic', 'insistent', 'recurring vocal riff', 'youthful', 'engaging', 'enthusiastic', 'classic pop', 'electric guitar riff', 'female vocal backup', 'steady drumming', 'incoherent music', 'inferior audio quality', 'muddled sounds', 'live performance', 'concert', 'amateur recording', 'keyboard accompaniment']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00067.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00067.npy,9UCLvFqkFxk,This is a jazz music piece. There is a saxophone playing a jazzy solo for the melody. There is an upright bass playing in the background. The rhythmic background consists of a slow tempo acoustic drum beat that is played with brushes. The atmosphere is mellow. This piece could be playing in the background of a classy restaurant or a coffee shop.,"['jazz', 'instrumental', 'saxophone', 'upright bass', 'acoustic drums', 'brushes', 'mellow', 'gentle', 'slow tempo']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00072.npy,vx5iuWuE2Ng,This song contains acoustic drums playing a groove along with an e-bass and a tambourine. A brass section is playing along with the drum fills  and the bongos. A piano is playing a melody together with a guitar strumming chords in the mid range. The male singer sounds loud and soulful. This song may be playing in a rollerblade disco.,"['r&b/soul', 'e-bass', 'brass section', 'e-guitar', 'bongos', 'acoustic drums', 'male voice singing', 'tambourine', 'piano', 'medium to uptempo']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00086.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00086.npy,0wzsE67O5tE,"The song is an instrumental. The tempo is medium with an acoustic guitar playing lead, electric guitar accompaniment and a groovy bass line and no percussion instruments. The song is spirited and energetic. The audio quality is quite poor and the song has rock music influences.","['acoustic guitar lead', 'instrumental music', 'entertaining', 'cool solo', 'relaxing playlist', 'electric guitar harmony', 'poor audio quality', 'virtuoso playing', 'medium tempo', 'groovy bass line', 'guitar rhythm', 'exciting', 'energetic', 'rock music influences', 'soloist', 'medium tempo home music video', 'retro rock covers']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00066.npy,V9jIsOTC1lY,"This song contains an acoustic drum set playing a jazzy swing groove using kick,snare and ride. You can hear various steeldrums playing different parts of the song. One is playing as bass, others as chords in the midrange and others are playing a melody in the upper register. This song may be playing live at a local event.","['steel drum band', 'acoustic drums', 'steel-drums', 'fast tempo', 'amateur recording']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00015.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00015.npy,_wyELLqwF3w,"This is an instrumental piece with a harmonica as the main lead melodic instrument. High pitched, wobbly sounds are played on the harmonica and contrasted by a deep and full acoustic guitar on which arpeggios are played. There's a sustained pad synth in the background which adds to the overall calming and soothing tone of the song.","['harmonica', 'blues', 'acoustic guitar arpeggio', 'calm', 'pad synth', 'soothing']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00027.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00027.npy,ZLDQ8-8AyI4,"The low quality recording features a live performance of a blues song that consists of nasal male vocal singing over acoustic rhythm guitar chord progression and smooth double bass. There are also some crowd talking noises. It sounds groovy and kind of dull, since it is probably recorded with a phone.","['low quality', 'acoustic', 'live performance', 'blues', 'acoustic rhythm guitar chord progression', 'smooth double bass', 'crowd talking', 'nasal male vocal', 'groovy', 'dull']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00072.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00072.npy,vhTWW5Bx15Q,"This is a radio program recording from Romania. There is a male vocal rapping Romanian while another is beatboxing. Then, the rapper starts talking in a radio announcement voice. This recording could be sampled for use in beat-making.","['radio program', 'romanian rap', 'male vocal', 'rapping', 'talking', 'beatboxing']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00014.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00014.npy,16F5fdORzSo,This song contains an acoustic piano playing a minor chord composition with some soft strings in the background playing in a higher key. An e-bass is playing the footnote of the piano. A female voice is singing loud and clear with a voice that sounds melancholic/sad. This song may be playing with headphones while feeling sad.,"['pop', 'acoustic piano', 'strings', 'e-bass', 'female voice singing', 'melancholic', 'slower to medium tempo']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00060.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00060.npy,4HhJneiP-hY,"There is an orchestra composed of the winds section and the timpani playing a dramatic tune with a rising melody. Afterwards, a thunder sound effect can be heard. Sounds from this piece can be sampled for use in advertisement jingles or in beat-making.","['orchestra', 'winds section', 'timpani', 'rising pattern', 'dramatic', 'sound effects', 'thunder']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00029.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00029.npy,d352jaSSiFw,"The song is background audio of an animated tv show. The song is idyllic and performed by an orchestra with organ playing lead, flutes and rhythm section. The song is of average audio quality. The audio track is animated and cartoon-like.","['ducky quack sounds', 'animated show', 'distorted vocals', 'funny', 'animated show', 'children’s show', 'average quality audio', 'people', 'chattering', 'ambient street noises', 'tv show', 'cartoony vocals', 'happy', 'cheerful', 'orchestra playing', 'organ accompaniment', 'flutes playing', 'medium tempo', 'idyllic music', 'show tune', 'movie soundtrack']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00005.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00005.npy,QKkhwAAGLIE,"A musician plays this classical instrumental. The tempo is medium with the musician playing a beautiful harmony using ragas with skill and dexterity with a tanpura accompaniment .The music is calming, complex, pleasant, classic and melodic.","['instrumental', 'indian classical', 'tanpura accompaniment', 'medium fast tempo', 'veena solo', 'string instrument', 'ancient instrument', 'dexterous', 'skilled musician', 'south indian music', 'carnatic music', 'chordophone', 'instrument of a goddess', 'hindu mythology']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00028.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00028.npy,ADffHhHMtjU,This is a progressive rock music piece. There is a male vocalist singing melodically. The piano is playing the main melody while there is an airy keyboard backing. The atmosphere is gentle and sentimental. This piece could be used in the ending credits of a teenage drama movie.,"['progressive rock', 'male vocal', 'melodic singing', 'keyboard', 'piano', 'gentle', 'mellow', 'sentimental']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00081.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00081.npy,b8cgQBzBXi8,"This music is an Electronic instrumental. The tempo is fast with an electrifying drum rhythm, funky bass lines, synthesiser articulation, cymbals rides, digital drums and electronically arranged sounds. The music is an energetic, high-powered, energetic, enthusiastic, intense, and explosive EDM/Synth Pop.","['instrumental', 'fast tempo', 'vocalisation', 'synth/pop', 'electro/pop', 'futuristic', 'progressive', 'edm', 'synthesiser articulation', 'vigorous drumming', 'funky bass lines', 'vibrant electric guitar harmony', 'keyboard accompaniment', 'electronic sounds', 'rapid', 'boisterous', 'energetic', 'enthusiastic', 'electrifying', 'exhilarating', 'passionate', 'electric powered', 'powerful', 'volatile', 'explosive']",train
jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00096.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00096.npy,CYuYfvQv4eo,This is the live performance of a jazz music piece. There is an organ playing the chords in the background. There is a complex and improvised saxophone solo in the lead. The acoustic drums are playing a mellow jazz beat. The atmosphere is rather tranquil. This piece could be playing in the background at a coffee shop or a classy restaurant.,"['jazz', 'live performance', 'no singer', 'instrumental', 'organ', 'saxophone solo', 'bass guitar', 'acoustic drums', 'tranquil', 'complex', 'improvisation']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00051.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00051.npy,7ZXz3Xa7APs,This is a tongue-in-cheek version of a reggae song edited to make it sound like a movie character was featured in it. It has a male vocal that starts singing with a Jamaican accent that turns into gibberish. Clean electric guitar and bass guitar provide the melodic background while the acoustic drums and percussion play a basic reggae beat for the rhythmic background.,"['reggae', 'male vocal', 'gibberish', 'electric guitar', 'bass guitar', 'acoustic drums', 'percussion', 'comedic', 'parody']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00048.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00048.npy,Ou2rEaq28PM,This is a reggae/dub music piece. There is a fat sounding bass guitar playing a groovy bass line. An electric guitar with heavy delay and reverb effects is playing a vague tune. There is a reggae acoustic drum beat in the rhythmic background. The atmosphere is trippy. This piece could be used in the soundtrack of a movie during scenes where a character would be under the influence of substances.,"['reggae', 'dub', 'electric guitar', 'heavy effects', 'bass guitar', 'acoustic drums', 'chill', 'trippy', 'groovy']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00009.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00009.npy,R-aMYx9f0Ho,"This song is an instrumental. The tempo is medium with an interesting electric guitar riff and subtle keyboard followed by energetic drumming, Funky bass lines and keyboard arrangement. The song gradually builds up and is catchy, youthful, upbeat, melodious, captivating and groovy. This song is Soft Rock.","['instrumental', 'amplified guitar riff', 'intense', 'captivating', 'groovy', 'burgeoning harmony', 'youthful', 'catchy', 'upbeat', 'engaging', 'captivating', 'steady drumming', 'funky bass line', 'keyboard accompaniment', 'rock', 'classic rock', 'retro rock']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00098.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00098.npy,VJ-dpTx_3Cg,The country music features a male voice singing while being backed by female vocals. The drums play a simple and repeating rhythm and together with the bass guitar drive the pulse of the music. An electric guitar plays short repeating musical phrases that incorporate the slide technique. In the background a group of strings fills the harmony and also provides a melody in the higher register.,"['male voice', 'female backing vocals', 'electric guitar', 'drums', 'bass guitar', 'strings', 'slide technique', 'country genre']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00046.npy,EremEyLrdUY,modern folk rock or indie with fingerstyle acoustic guitar and smooth male vocals. The vocal production is loud. Drums are present with the ride cymbal playing a steady pattern and the snare being played with brushes. The mood is mellow.,"['smooth male vocals', 'steady ride cymbal pattern', 'fingerstyle acoustic guitar', 'loud vocal production', 'snare played with brushes', 'mellow', 'modern folk rock', 'indie folk']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00058.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00058.npy,SLcIv8CNk20,"An orchestra plays a waltz with low strings playing arpeggios and high strings taking the melody. The music has a quaint, lilting feel. There are mechanical sounds in the foreground.","['instrumental', 'classical', 'orchestral', 'waltz', 'low string arpeggios', 'violin ensemble melody', 'mechanical sounds', 'quaint', 'lilting feel']",train
country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00029.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00029.npy,VJ-dpTx_3Cg,The country music features a male voice singing while being backed by female vocals. The drums play a simple and repeating rhythm and together with the bass guitar drive the pulse of the music. An electric guitar plays short repeating musical phrases that incorporate the slide technique. In the background a group of strings fills the harmony and also provides a melody in the higher register.,"['male voice', 'female backing vocals', 'electric guitar', 'drums', 'bass guitar', 'strings', 'slide technique', 'country genre']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00060.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00060.npy,R60qQ3ag8y8,An instrumental jazz piano and vibraphone duo. Peppy and upbeat with a latin tinge.,"['jazz', 'piano', 'vibraphone', 'duo', 'peppy', 'latin', 'upbeat', 'instrumental']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00030.npy,VAqPLAgn9NI,This is a Hungarian hip-hop music piece. There is a male vocal rapping in the Hungarian language. There is a piano sample in the melodic background. There is also a strong bass sound. The rhythmic background has an electronic drum beat. The atmosphere is gloomy and urban. This piece could be used in the soundtrack of a crime movie or a TV series that takes place in Hungary.,"['hungarian hip-hop', 'rap', 'male vocal', 'rapping', 'piano sample', 'strong bass', 'electronic drums', 'hip', 'gloomy', 'urban']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00094.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00094.npy,PBMfPDei93s,"A female singer sings this passionate melody backed up by singers in vocal harmony. The tempo is slow with a strong bass line, steady percussive rhythm and keyboard accompaniment. The song is emotional and spirited. The song is a modern hip hop hit.","['female singer', 'hip hop music', 'backup singers', 'modern hip hop hits', 'slow tempo', 'groovy bass line', 'steady percussive rhythm', 'keyboard accompaniment', 'story telling', 'emotional', 'motivational', 'inspiring', 'groovy rhythm', 'hip hop dance music', 'emotional', 'romantic', 'love song', 'high spirits', 'self discovery']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00017.npy,YJKZVSvz1Bk,"This music is instrumental. The tempo is medium fast with boomy bass, turntable scratching and digitally arranged music. The music is muffled as the audio quality is inferior but the beats are punchy, buoyant, bouncy, youthful, groovy and energetic. This music is a turntable scratching technique.","['instrumental', 'medium fast tempo', 'boomy', 'live performance', 'live audience', 'ambient sounds', 'reverb', 'resonating', 'robotic sounds', 'turn table', 'scratching', 'dj', 'dj mixer', 'club music', 'pulsating', 'vibrations', 'booming', 'vinyl record scratching', 'youthful', 'new age music', 'techno music', 'electro music', 'percussive sounds', 'rhythmic', 'turntablist', 'hip-hop', 'rap']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00071.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00071.npy,HzXWXYxXyYA,Someone is playing an e-bass along to a backing track that contains a male voice singing with backing vocals that are panned to the left and right side of the speakers. An acoustic drum set is holding a groove along. The bass is almost completely panned to the left side of the speakers.This song may be playing at a dance-competition. This is an amateur recording but of decent quality.,"['progressive rock', 'e-bass', 'backing song', 'male singer', 'acoustic drums', 'uptempo']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00069.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00069.npy,AFWy1qyyMHE,"Chill, tropical roots reggae music from the 1970's featuring a male vocalist, vocal harmonies, off beat guitar strums, phaser effect, a reggae drum beat and a simple bass part.","['roots reggae', 'chill', 'tropical', 'male vocals', 'vocal harmony', 'off beat guitar strums', 'phaser', ""1970's"", 'reggae drum beat', 'simple bassline']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00052.npy,TsTdffJ9LHg,"This music is instrumental. The tempo is fast with a vigorous and rapid western classical saxophone harmony. It is spirited, vibrant,untiring, engaging, skillful and high-spirited.","['instrumental', 'fast tempo', 'western classical', 'vibrant', 'untiring', 'sax concerto', 'dimuendo', 'enthusiastic', 'lively vigorous', 'woodwind', 'single reed instrument', 'incessant']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00033.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00033.npy,0Gxn9FtaJFc,This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. The rhythm is played by acoustic drums although it is rather slow. The song has a sad atmosphere. It could be played in the background of emotional online content.,"['rock music', 'male vocal', 'synth', 'piano', 'bass guitar', 'acoustic drums', 'slow', 'melancholic']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00016.npy,vvfs2TUj-D4,"This is a Christian rock piece. There is a male vocalist in the lead singing gently and melodically. A mild-tempered electric guitar is playing the main theme. There is a bass guitar holding the root notes. The rhythmic background is provided by the acoustic drums. This song has a mellow and hopeful atmosphere. Due to being religious in nature, this piece could be played in the background of Christian religious content. It could also be played at Christian religious events.","['christian rock', 'alternative rock', 'soft rock', 'male vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'mellow', 'hopeful', 'easygoing', 'religious', 'medium tempo']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00078.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00078.npy,YKQMolFL2Rs,The song has a bluesy funk feel to it. The singer has a raspy and burly vocal and sits on top of a grungy gritty electric guitar.,"['funky guitar playing', 'bluesy guitar playing', 'burly raspy male vocal', 'blues', 'funk', 'grungy electric guitar', 'simple drumming']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00083.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00083.npy,7ZXz3Xa7APs,This is a tongue-in-cheek version of a reggae song edited to make it sound like a movie character was featured in it. It has a male vocal that starts singing with a Jamaican accent that turns into gibberish. Clean electric guitar and bass guitar provide the melodic background while the acoustic drums and percussion play a basic reggae beat for the rhythmic background.,"['reggae', 'male vocal', 'gibberish', 'electric guitar', 'bass guitar', 'acoustic drums', 'percussion', 'comedic', 'parody']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00054.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00054.npy,JCfZpSEH77Y,"The low quality recording features a blues song that consists of a passionate fruity male vocal singing over harmonica licks, acoustic rhythm guitar, groovy bass and steel guitar melody. It sounds passionate and soulful. The recording is noisy and since the bass sound is leaning towards the right channel of the stereo image - the stereo image is unbalanced.","['low quality', 'blues', 'passionate fruity male vocal', 'harmonica licks', 'acoustic rhythm guitar', 'steel guitar melody', 'passionate', 'soulful', 'groovy bass', 'unbalanced stereo', 'noisy']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00008.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00008.npy,KoAGZ_dB8MM,"A female singer sings this eerie melody. The song is medium tempo with a rolling bells keyboard harmony, and other ambient echo tones and harp tones. The song is haunting and unsettling. The audio quality is very poor and not enjoyable.","['female singer', 'faint vocals', 'eerie', 'haunting', 'emotional', 'poor audio quality', 'discomforting effect', 'poignant', 'unsettling', 'offbeat', 'quirky', 'amateur music production', 'haunting harmony', 'horror film soundtrack', 'no percussions', 'harp accompaniment', 'keyboard harmony', 'medium tempo']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00022.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00022.npy,5LX2Unga1p4,"A digital drum with a strong snare that sounds like a slap is playing along with an e-bass that is being slapped, playing a funky bassline. A e-guitar is strumming two funky chords along. A female voice is rapping with a lot of confidence in the attitude and then another female voice is singing accompanied by female backing voices. The file is of poorer audio-quality. This song may be playing in a disco.","['soul/r&b/rap/pop', 'e-guitar', 'digital drums', 'slapped e-bass', 'female voice singing', 'backing vocals', 'medium tempo', 'upbeat', 'amateur recording']",train
pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00061.npy,20Vh6z6Ie0E,"The recording features a live performance of a pop song that consists of passionate female vocal singing over groovy piano melody, sustained strings melody, smooth bass, widely spread shimmering shaker, snaps and snappy rimshots. It sounds euphoric, as it brings a Christmassy vibe, and is also happy and nostalgic.","['live performance', 'pop', 'passionate female vocal', 'sustained strings melody', 'groovy piano melody', 'smooth bass', 'wide shimmering shakers', 'snaps', 'snappy rimshots', 'euphoric', 'happy', 'nostalgic']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00097.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00097.npy,lSb7Y-_3to8,This is a classical music piece performed on the claviorgan instrument. The piece has a mellow atmosphere with a unique sound. This piece could be used in the soundtrack of a historical drama TV series during the scenes where the characters are walking inside the royal courtyard. The piece could also be sampled for use in beat-making.,"['classical music', 'instrumental', 'single instrument', 'claviorgan', 'mellow', 'tender', 'unique']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00062.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00062.npy,1BVSYfNCcv0,This is a Malaysian alternative rock music piece. There is a male vocalist singing melodically at the forefront. The main melody is played by the acoustic guitar with the backing of a mellow electric guitar and a simple bass line on the bass guitar. The rhythmic background consists of a basic rock acoustic drum beat. There is a sentimental and easygoing atmosphere to this piece. It could be used in the soundtrack of a drama/romance movie or TV series that takes place in Malaysia.,"['malaysian', 'alternative rock', 'indie', 'male vocal', 'melodic singing', 'acoustic guitar', 'electric guitar', 'bass guitar', 'acoustic drums', 'sentimental', 'easygoing', 'mellow']",train
classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00085.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00085.npy,xlxxWFENWr8,"The song is an instrumental. The tempo is slow with a choir harmonising and creating ethereal chants, string section and a philharmonic orchestra harmony backing. The song is ethereal and magical. The song has poor audio quality.","['instrumental music', 'movie soundtrack', 'ethereal music', 'philharmonic orchestra', 'slow rap chants', 'choral harmony', 'magical energy', 'magical journey', 'violins', 'string section harmony', 'rhythm section', 'ethereal tones', 'pulsating energy', 'bad audio quality', 'concert hall', 'opera hall', 'conductor', 'composer', 'western classical music', 'sonic effects', 'keyboard accompaniment']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00058.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00058.npy,MdYXznF3Eac,To male voices are singing a melody. Someone is playing acoustic drums together with a djembe. A ukulele is being strummed on the offbeat along with a piano playing the same chords. This is an amateur recording. This song may be playing live at a small festival.,"['reggae', 'piano', 'djembe', 'acoustic drums', 'male voices singing', 'ukulele', 'medium to uptempo', 'amateur recording']",train
hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00074.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00074.npy,E4a3s8NRqUM,"This music is instrumental. The tempo is fast with a rapid electronic harmony and vigorous digital drum rhythm in the background with turntable arrangement. The harmony is syncopated, repetitive, insistent, psychedelic, trance, trippy and groovy. It is energetic, youthful, contemporary, groovy, vigorous and animated.","['instrumental', 'fast tempo', 'electronic music', 'syncopated harmony', 'repetitive', 'insistent', 'emphatic', 'youthful', 'energetic', 'enthusiastic', 'vibrant', 'phonograph record', 'high torque', 'phono output', 'loud', 'turn table', 'dj', 'dj mixer', 'club music', 'trance', 'psychedelic music', 'trippy', 'youthful', 'vinyl records', 'digital music', 'dance clubs']",train
blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00007.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00007.npy,qVgnzJuGDBE,"This music is instrumental. The tempo is slow with a smooth saxophone harmony, groovy bassline, syncopated piano and jazz style drumming. The music is soothing, atmospheric, soothing, lively,  romantic, compelling and informal.  This music is a Jazz instrumental.","['instrumental', 'slow tempo', 'saxophone harmony', 'saxophone lead', 'woodwind instrument', 'jazz paino', 'complex harmony', 'syncopated harmony', 'groovy bass line', 'jazz drumming', 'improvisation', 'polyrhythms', 'smooth', 'informal', 'atmospheric', 'ambient', 'deep', 'airy', 'creative', 'blues', 'syncopation', 'engaging', 'compelling', 'passionate']",train
rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00084.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00084.npy,0LE6Ll1rVlg,"The Rock song features a passionate male vocal, alongside harmonizing male vocals, singing over wide electric guitar melody, groovy bass guitar, punchy kick and snare hits and some shimmering cymbals. It sounds energetic and kind of addictive thanks to those harmonizing vocals - like something you would hear on a radio during the 00s.","['rock', 'passionate male vocal', 'harmonizing male vocals', 'wide electric guitar melody', 'groovy bass', 'punchy kick', 'punchy snare', 'shimmering cymbals', 'energetic', 'addictive']",train
disco,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\disco\disco.00055.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\disco\disco.00055.npy,Brc_nOquNbY,"A male vocalist sings this spirited rap. The tempo is fast with an animated piano accompaniment, groovy bass lines, intense drumming, cymbal rides and vocal backup. The song is youthful, vibrant, vivacious, animated, compelling ,enthusiastic and passionate . This song is contemporary Hip-Hop/Rap.","['male singer', 'fast tempo', 'rap', 'rapper', 'dance groove', 'club music', 'party music', 'funk', 'dance pop', 'dance rap', 'disco rap', 'hip-hop', 'hip-hop hits', 'energetic', 'enthusiastic', 'rhythmic patter', 'passionate emotional', 'animated piano harmony', 'vigorous drumming', 'cymbals', 'digital drumming', 'punchy bass lines', 'vocal backup', 'street vernacular', 'punk rap', 'funk rap', 'dance groove', 'youthful', 'compelling', 'persuasive']",train
reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00019.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00019.npy,LKUYtvUHn0Y,The drums and the e-bass are creating a reggae groove together with the e-guitar that is playing on the offbeat and with a lot of ping pong delay that is jumping back and forth on both sides of the speakers. The male voice is singing and a shaker is playing panned to the right side of the speakers. This song may be playing at an alternative vegan restaurant with an outside terrace.,"['reggae', 'male voice singing', 'backing voice', 'e-guitar', 'delay', 'e-bass', 'acoustic drums and shaker', 'medium tempo']",train
