split,genre,graph_path,feature_path,ytid,start_s,end_s,caption,tags,mood
val,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00058.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00058.npy,7IndxxjZe1c,70,80,"70's jazz fusion featuring an eccentric male singer accompanied by drum kit, electric bass, electric piano and mallet percussion all playing odd meters and complex rhythms and staccato band hits. The music is quirky and complicated and features a drum fill.","['quirky', 'complicated', 'eccentric male vocalist', 'staccato band hits', 'drum fill', 'jazz fusion', ""70's"", 'odd meter', 'complex rhythms', 'electric piano', 'drums', 'electric bass', 'mallet percussion']",neutral
val,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00074.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00074.npy,C-1i2GlbiIY,260,270,"A male vocalist sings this emotional R&B song. The tempo is slow with a melancholic piano accompaniment with drum machine arrangement. The song is an emotional , soulful, pensive, sentimental,melancholic, romantic love song. This song is a Soul/R&B.","['male vocalist', 'slow tempo', 'soft', 'mellow', 'minimalist', 'smooth jazz', 'blues', 'sad', 'poignant', 'ambient piano', 'drum machine', 'soul', 'r&b', 'love song', 'pensive', 'melancholy', 'nostalgic', 'emotional', 'sentimental']",sad
val,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00063.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00063.npy,_wyELLqwF3w,30,40,"This is an instrumental piece with a harmonica as the main lead melodic instrument. High pitched, wobbly sounds are played on the harmonica and contrasted by a deep and full acoustic guitar on which arpeggios are played. There's a sustained pad synth in the background which adds to the overall calming and soothing tone of the song.","['harmonica', 'blues', 'acoustic guitar arpeggio', 'calm', 'pad synth', 'soothing']",calm
val,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00064.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00064.npy,Di7Rs4QmYKI,150,160,This is a classical music piece that resembles the style of a march. It is an instrumental piece performed by a brass orchestra. The main theme is being played by the trombones while a bass line is played by the tuba. The tempo of the piece is slow and this creates an epic but solemn atmosphere. This piece would work perfectly as a movie music piece. It could be playing during the scenes of an important character dying.,"['classical music', 'march', 'instrumental', 'orchestra', 'brass', 'trombones', 'tuba', 'anthem', 'epic', 'solemn', 'melancholic', 'slow tempo', 'movie music']",calm
val,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00058.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00058.npy,_yWsqs9FOnU,10,20,"This is an instrumental piece consisting of an electric guitar solo which is played with the tapping technique. There is a usage of complex chords and syncopations, essential characteristics of the progressive rock genre. The guitar has a clear tone.","['instrumental', 'progressive rock', 'electric guitar', 'solo', 'tapping', 'complex']",neutral
val,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00075.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00075.npy,6lPgzqrvHHw,280,290,"The low quality recording features a jazz orchestra live performance and it consists of synchronized brass melody played over energetic drums and groovy bass. The recording is vintage and therefore a bit noisy and in mono, but also passionate and upbeat. Sounds like something you would hear in old movies.","['low quality', 'noisy', 'mono', 'live performance', 'jazz orchestra', 'synchronized brass melody', 'vintage', 'energetic drums', 'groovy bass', 'passionate', 'upbeat']",energetic
val,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00000.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00000.npy,UDTsCTLkZzc,90,100,"The low quality recording features an electro song being scratched by a DJ. The song consists of synth lead melody, punchy kick, claps, boomy bass and reverberant metallic impacts. It sounds groovy and energetic.","['electro', 'low quality', 'dj scratching', 'flat male vocal', 'synth lead melody', 'punchy kick', 'claps', 'boomy bass', 'energetic', 'reverberant metallic impact', 'groovy']",energetic
val,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00023.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00023.npy,lNg2y6SRZPo,220,230,"The song is an instrumental. The tempo is fast with trumpets playing percussively along with other brass instruments, piano accompaniment, groovy bass line  jazz drumming rhythm. The song is energetic and passionate. The song is a retro big band jazz classic with poor audio quality.","['instrumental music', 'jazz music', 'fast jazz drumming', 'energetic', 'passionate', 'retro jazz classics', 'jazz super hits', 'jazz legends', 'big band hits', 'trumpets playing percussively', 'fast tempo', 'piano accompaniment', 'fats jazz drumming', 'brass section harmony', 'groovy bass line', 'big band', 'poor audio quality', 'jazz band']",energetic
val,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00066.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00066.npy,chfTjqlrFQQ,30,40,"This song is a crossover of a reggae song with a soul song. This features a male voice singing the main melody. It starts off with the voice which is accompanied by the guitar, bass and percussion playing in the pause between lines. During the pause, a synth sound is played which is modulated by a ring modulator. After the pause, the voice starts the main melody. Trumpets play a melody. The bass and percussion continue to play with a reggae feel. Female backing voices sing vocables. This song is relaxing. This song can be played at the end of a war movie.","['reggae song', 'soul song', 'crossover song', 'male voice', 'guitar', 'reggae bassline', 'synth sounds', 'trumpets', 'simple percussion', 'female backing voices', 'slow tempo', 'emotional song']",calm
val,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00022.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00022.npy,NlCfScKw_Mk,30,40,Someone is playing a track from speakers. This song contains a strong e-bass playing a funky bassline along with a funky drum groove. Then a piano comes in playing a jazzy melody in one scale accompanied by a synth brass sound swelling into existence and playing a short rise before leaving again. This is an amateur recording but of decent audio-quality. This song may be playing in a jazzbar.,"['funk/jazz', 'e-bass', 'acoustic drum', 'piano', 'keyboard brass sound', 'uptempo', 'amateur recording']",energetic
val,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00064.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00064.npy,RBniJk6GKK0,30,40,This song contains a female voice sample that is repeating itself. A digital drum is playing snare hits that are building up in speed along with synthesizer pads with a ping pong delay panning to both sides of the speaker along with other synth sounds rising up in pitch creating tension. This song may be playing in a techno club.,"['techno', 'pop', 'digital drums', 'female voice sample', 'synth pads/plucks', 'uptempo']",energetic
val,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00052.npy,9-R70gSqvrc,30,40,A full sounding male voice is singing mid range with kind of a radio effect on his voice. Two banjos are strumming chords with one playing the lead melody on top. One is panned to the right side of the speakers. An acoustic drum is playing a four on the floor groove with a kick on every beat and an e-bass is playing his own melody along. In the background you can hear the sound of a photo taken. This song may be playing in an advertisement for a product.,"['country/rock', 'banjo', 'male voice singing', 'mid-range', 'foto shot sound', 'acoustic drums', 'e-bass', 'uptempo']",energetic
val,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00088.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00088.npy,SPeGy815lFQ,40,50,"This song contains a male voice repeating itself before continuing  with its melody. It sounds like running through a sampler along with an electric drum that seems to be programmed, repeating itself with a kick, snare and a very sharp sounding industrial hihat/ride sound. This recording is of poor sound-quality and may be playing at home building a song.","['sampled hiphop', 'sampler', 'male vocal sample', 'electronic drums', 'sharp industrial hihat', 'medium to uptempo']",energetic
val,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00035.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00035.npy,Mv90uA0tmgc,280,290,This is a video game theme in the style of jazz music. There is a male vocalist singing gibberish while imitating a brass instrument. The vibraphone is playing the main melody. There is a piano playing chords in a syncopated manner. The bass guitar is playing a groovy bass line. The rhythmic background consists of an acoustic jazz drum beat. The atmosphere is dreamy and cheerful. This piece could be playing in the soundtrack of an animation movie during a dream sequence.,"['video game theme', 'jazz', 'male vocal', 'gibberish singing', 'vibraphone', 'piano', 'upright bass', 'acoustic jazz drums', 'dreamy', 'complex', 'cheerful']",happy
val,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00052.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00052.npy,0Gxn9FtaJFc,30,40,This is a rock music piece with a male vocal. The synth and the piano are playing the main melody in a minor scale while the bass guitar is supporting them in the background. The rhythm is played by acoustic drums although it is rather slow. The song has a sad atmosphere. It could be played in the background of emotional online content.,"['rock music', 'male vocal', 'synth', 'piano', 'bass guitar', 'acoustic drums', 'slow', 'melancholic']",sad
test,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00053.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00053.npy,DaeJYtWgcoI,30,40,"The song is instrumental.The tempo is fast with a strong metal drumming rhythm, groovy bass line, cymbals crashing, guitar lead and guitar rhythm. The song is chaotic and energetic. The song has very poor audio quality.","['live band', 'very poor audio quality', 'ambient noises', 'chaotic harmony', 'bad recording', 'percussive bass line', 'metal band', 'college music festival', 'heavy metal drumming', 'guitar strumming', 'guitar lead', 'cymbals crashing', 'chaotic harmony', 'dissonant harmonies', 'groovy music', 'amateur band', 'youthful', 'energetic', 'spirited', 'teen spirit', 'instrumental music', 'fast tempo']",energetic
test,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00046.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00046.npy,ua0hgl8fi0I,260,270,"The low quality recording features a live performance of a classical song that consists of sustained strings and flute melody. There are some chair crackling noises, as well as camera shuttering sounds. It sounds emotional and passionate, and the recording itself is noisy.","['low quality', 'noisy', 'sustained strings melody', 'chair crackling sounds', 'flute melody', 'classical', 'live performance', 'emotional', 'passionate', 'camera shuttering sounds']",romantic
test,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00068.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00068.npy,OeNTAUKZgKs,400,410,"This is a dub/jazz music piece. There is an electric guitar playing the main melody while a fat bass guitar is supporting it in the background. The rhythm is being played by a laid-back acoustic drum beat. The atmosphere is chill and trippy. This piece could be playing in the background at a dance club for a slow dance night. It could also be used in the soundtrack of a romance movie that takes place in the city, especially during intimate scenes.","['dub', 'jazz', 'reggae', 'electric guitar', 'bass guitar', 'acoustic drums', 'chill', 'groovy', 'trippy']",romantic
test,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00055.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00055.npy,msnm_tYXcYw,40,50,This audio contains someone playing a melody on steeldrums along to a backing track containing an e-bass playing a melody along with an e-guitar. A kick is being played on every beat. This song may be played on the streets by a busker.,"['amateur recording', 'reggae', 'backing track', 'e-bass', 'acoustic drums', 'steel drums', 'e-guitar', 'medium to uptempo']",energetic
test,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00061.npy,idVCpQaByc4,70,80,This progressive rock song features male voices singing the chords of the song. This is followed by a male voice singing the main melody. The remaining male voices sing backing voices which are the arpeggiated chords of the song. A shaker is played at the beginning of the song. There are no other instruments. This song is at a moderate tempo. This is an amateur recording. The sounds of the crowd clapping and cheering are also heard in this clip.,"['acapella', 'male voices', 'shaker', 'no other instruments', 'progressive rock song', 'amateur recording', 'crowd clapping', 'crowd cheering']",neutral
test,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00099.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00099.npy,7hKG33wkr0k,80,90,"The low quality recording features a classical orchestra music that consists of wide strings, pulsating woodwind melody, glissando harp melody and heartbeat low tom hits. It sounds spooky, vintage, haunting, suspenseful and intense, like something you would hear as background music in a movie.","['orchestra', 'low quality', 'pulsating woodwind melody', 'classical', 'glissando harp melody', 'spooky', 'wide strings melody', 'heartbeat low tom hits', 'vintage', 'movie score', 'suspenseful', 'intense', 'haunting']",dark
test,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00073.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00073.npy,55qucu8Zs_I,90,100,"The low quality recording features a passionate female vocal, alongside harmonizing vocals, singing over wooden percussion, playing as the background music, while there are birds chirping, cows mooing and metallic impacts sounds. The recording is mono and noisy.","['low quality', 'mono', 'noisy', 'passionate female vocal', 'harmonizing vocals', 'wooden percussions', 'mooing cow sound', 'metallic impacts', 'birds chirping']",romantic
test,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00002.npy,26HLgXWF-Co,30,40,This audio contains someone playing a classical melody on an acoustic guitar using fingerstyle. This audio is full of reverb. This song may be playing at a talent show.,"['amateur recording', 'classical', 'fingerstile acoustic guitar', 'fast tempo']",energetic
test,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00020.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00020.npy,AgtY6m-b3Gk,30,40,"This is an instrumental jazz improvisation piece with heavy bossa nova influences. There is an over-arching bossa nova syncopation not only being played by the acoustic drums in the backing track but also followed by the electric rhythm guitar and the bass guitar. The lead is a guitar solo being played by a gentle sounding electric guitar. Although there are complex chords and riffs, the general atmosphere is tranquil. This piece could be playing in the background of a restaurant. It could also be included in the soundtrack of a movie during serene scenery.","['jam', 'jazz', 'bossa nova', 'no singer', 'instrumental', 'electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'soft', 'sensual', 'tranquil']",calm
test,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00020.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00020.npy,DMwvY--3XD0,30,40,This children's song features the voices of children singing the  main melody. This is accompanied by percussion playing a simple beat. A keyboard plays the sounds of a marimba to give this song a reggae feel. The bass plays the root notes followed by a run at every chord change. This song has a happy mood. This song can be played in a children's animation movie.,"[""children's song"", ""children's voice"", 'bass lick', 'keyboard music', 'simple percussion', 'pop song', 'reggae feel', 'moderate tempo']",happy
test,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00015.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00015.npy,V9EFYFKlYbE,30,40,"This is a hip-hop dance music piece. There is a male vocalist who is singing in a flamboyant manner. There is an electric guitar playing the melody joined by a strong bass sound. There is a groovy, urban atmosphere. This piece can be used as an accompaniment piece in modern dancing courses.","['hip-hop', 'dance music', 'shuffle', 'male vocal', 'flamboyant singing', 'electric guitar', 'bass', 'electronic drums', 'playful', 'groovy', 'hip', 'urban', 'energetic']",energetic
test,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00077.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00077.npy,qsFfUzErXqw,140,150,"The song is instrumental. The tempo is medium with sitars and other stringed instruments playing in unison, tabla percussions and a harmonium playing the lead. The song is a classic hindustaani instrumental.","['instrumental music', 'harmonium solo', 'traditional indian instruments', 'indian classical music', 'tabla playing percussively', 'sitar accompaniment', 'y traditional indian instruments', 'groovy rhythm', 'exciting', 'instruments in unison', 'dance rhythm', 'ancient traditional music', 'passionate', 'live concert', 'live audience', 'medium tempo', 'hindustaani music']",romantic
test,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00037.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00037.npy,imIFtW4O5S0,30,40,This song contains someone playing a blues melody on the acoustic piano along with an e-guitar and an e-bass. The acoustic drums are playing a constant rhythm while male deep voice is backed by higher sounding male voices singing harmonies along with him. Then a male voice starts talking that seems not to be part of the musical composition. This song may be playing in a cafe.,"['gospel/blues', 'male voices singing', 'low to higher register', 'male voice talking', 'acoustic piano', 'e-bass', 'acoustic drums', 'e-guitar', 'uptempo']",energetic
test,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00002.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00002.npy,8WPG0dD20lg,540,550,This instrumental song features a guitar played clean in the beginning and then switching to an overdrive sound. There are no other instruments in this song. There are no voices in this song. The mood of this song is bluesy.,"['guitar song', 'overdriven guitar', 'clean guitar', 'no other instruments', 'sound comparison audio', 'no voice', 'instrumental']",neutral
test,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00061.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00061.npy,-jpbCWcz2pk,30,40,This is a comedic hip-hop music piece. There is a male vocal rapping in the lead. The melody in the beat is being played by the piano and the electric guitar while a bass guitar plays in the background. The rhythm is provided by an electronic drum beat. The piece has an amusing aura to it. It could be used in the background of funny social media content.,"['comedy', 'hip-hop', 'male vocal', 'rapping', 'piano', 'electric guitar', 'bass guitar', 'electronic drums', 'funny', 'amusing', 'hip']",happy
test,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00030.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00030.npy,hXLo1l5gS-I,180,190,This is an instrumental harp cover of a heavy metal music piece. The atmosphere of the recording is lively. This piece could be used in the soundtrack of an arcade video game. It could also be sampled for use in beat-making.,"['no singer', 'instrumental', 'single instrument', 'harp', 'heavy metal', 'lively', 'vibrant']",energetic
test,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00003.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00003.npy,3b3s0TvjGwA,0,10,A drone sound is playing in the lower to mid range as an intro before the song starts with a high pitched bell sound with a very long release time and acoustic drums that sounds like playing behind a closed door. This song may be playing in a club.,"['rock', 'acoustic drums', 'synth bell sound', 'special effects', 'uptempo']",energetic
test,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00064.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00064.npy,V0zQHNmz0gU,30,40,"This is an instrumental jazz music piece. The main theme is being played on a theremin while there is a keyboard and an upright bass in the melodic background. For the rhythm, there is an acoustic swing jazz drum beat. There is an avant-garde feel to this piece. It could be used in the soundtrack of a sci-fi movie or a TV show. It could also be played in the soundtracks of video games with an outer space setting.","['jazz music', 'instrumental', 'theremin', 'keyboard', 'upright bass', 'acoustic jazz drums', 'swing', 'avant-garde', 'unique', 'outer space', 'movie music']",neutral
test,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00029.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00029.npy,xZSioXdxo4Y,200,210,The song is an instrumental. The tempo is medium with an electric guitar playing a blues solo with an effects pedal and amplifier. The solo is heartfelt and has a lot of soul and spirit to it. The audio quality is bad.,"['guitar lead', 'bad audio quality', 'distortion pedal', 'amplifier tone', 'tone fades', 'heartfelt', 'blues solo', 'guitar tone demo', 'online guitar lessons', 'groovy music', 'instrumental song', 'home music video', 'demo video', 'banshee tone', 'medium tempo', 'no other instrumentation', 'no percussions', 'blues solo', 'soloist', 'guitar virtuoso']",romantic
test,classical,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\classical\classical.00027.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\classical\classical.00027.npy,SrLhnoBMyWM,0,10,"A classical, slightly jazzy piano is playing a lovely composition with a lot of reverb. During the song you can hear footsteps. Someone is running through water. Then at the end someone is burping really loud. This whole composition with the burping could be part of a funny embarrassing scene in a movie.","['classical/jazzy/piano-composition', 'big burp', 'footsteps sample', 'slow to medium tempo', 'sincere to disgusting atmosphere']",calm
test,jazz,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\jazz\jazz.00028.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\jazz\jazz.00028.npy,On9epzZ_ceI,30,40,"The Video Game Sound recording features a lot of in-game sound effects of the main character and his surroundings, followed by background, jazzy music in the background. The music contains funky piano chord progression, groovy bass and uptempo drums. There are some man grunts sound effects, funny spring sound effects, some beeping sound effects and at the very end of the loop a gun reload sound effect.","['video game sound', 'groovy bass', 'in game sound effects', 'man grunting sound effects', 'funky piano', 'groovy bass', 'jazzy', 'saxophone', 'uptempo drums', 'background music', 'weird beeping sound effect', 'funny spring sound effect', 'gun reload sound effect']",energetic
test,reggae,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\reggae\reggae.00031.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\reggae\reggae.00031.npy,AcX1B_Pr-RQ,30,40,"The low quality recording features a reggae song sung by low flat male vocals, followed by repetitive synth lead melody, groovy bass, vocal chants, claps, punchy kick hits, shimmering hi hats and open hats. It sounds energetic, suspenseful and it is in mono. At one point the vocal cracks and it sounds out of tune for a split second.","['low quality', 'reggae', 'low flat male vocal', 'repetitive synth lead melody', 'groovy bass', 'punchy kick', 'clapping', 'shimmering hi hats', 'shimmering open hat', 'vocal chants', 'energetic', 'suspenseful', 'mono', 'voice crack']",dark
test,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00017.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00017.npy,sIA-IuTI7AY,380,390,"The low quality recording features a pop folk song that consists of passionate female vocal singing over repetitive flute licks, stuttering hi hats, groovy piano chords, claps and a riser sweep. It sounds energetic and kind of addictive, thanks to those interesting melodies and a fairly repetitive female vocal.","['low quality', 'passionate female vocal', 'clapping', 'repetitive flute licks', 'riser', 'stuttering hi hat', 'pop folk', 'energetic', 'addictive', 'groovy piano chords']",romantic
test,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00094.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00094.npy,cGorUmWMrwo,30,40,"This music is instrumental. The tempo is slow with an acoustic guitar harmony, loud electric guitar feedback and fiddle. The music is intense, rugged, vivid, melancholic, pensive, raw, powerful, emphatic and strong. This music is classic Blues Country Music.","['instrumental', 'slow tempo', 'melancholy', 'vivid', 'empahtic melody', 'rugged', 'powerful', 'country blues', 'blues', 'country music', 'country song', 'regional music', 'empahtic electric guitar feedback', 'acoustic guitar harmony', 'country music', 'intense', 'rugged', 'fiddle']",energetic
test,pop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\pop\pop.00095.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\pop\pop.00095.npy,dT7uHHQEYHQ,150,160,The low quality recording features a pop song that consists of harmonizing vocals singing over punchy snare and kick hits and shimmering cymbals. It sounds energetic and exciting.,"['low quality', 'pop', 'harmonizing vocals', 'punchy snare', 'shimmering cymbals', 'punchy kick', 'energetic', 'exciting']",energetic
test,blues,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\blues\blues.00097.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\blues\blues.00097.npy,XUD-9HkQuTE,30,40,"A female singer sings this soulful song. The song is slow tempo with piano accompaniment, strong bass line and groovy jazz drumming. The song is soulful and emotional. The song is a blues jazz song.","['female singer', 'soul music', 'jazz music', 'blues music', 'jazz and blues', 'slow tempo', 'black gospel music influences', 'special someone', 'dream of you', 'missing you', 'percussive bass line', 'jazz drumming rhythm', 'piano accompaniment', 'emotional', 'love song', 'story telling', 'love you so badly', 'together forever']",romantic
test,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00074.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00074.npy,s2GctT6NuyQ,30,40,This is an amateur recording of a guitar solo for a rock music piece. The solo is being played on an overdriven electric guitar while the piano and the bass guitar in the backing track play the main tune. There is a 6/8 rock beat played on the acoustic drums for the rhythm section. There is a raw feel to it. The piece can be used to gather electric guitar samples to be used in beat-making.,"['amateur recording', 'rock music', 'instrumental', 'electric guitar', 'guitar solo', 'bass guitar', 'piano', 'acoustic drums', 'groovy', 'hard', 'raw']",neutral
test,rock,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\rock\rock.00087.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\rock\rock.00087.npy,4L9KyVVsQOc,30,40,The low quality recording features an echoing electric guitar playing rock solo melody. The recording is noisy and in mono. It sounds passionate.,"['low quality', 'echoing electric guitar solo melody', 'noisy', 'mono', 'passionate', 'rock']",romantic
test,metal,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\metal\metal.00018.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\metal\metal.00018.npy,w6zHc6nRJ0o,220,230,"The Metal song features a repetitive, aggressive male vocal screaming over wide, aggressive electric guitar chords, distorted bass guitar, punchy snare and kick hits and energetic cymbals. There is a toms roll at the end of the loop. It sounds aggressive, energetic and manic - like something you would jump into a mosh pit at the concert.","['metal', 'wide aggressive electric guitar chords', 'repetitive aggressive male vocals', 'screaming', 'distorted bass guitar', 'punchy snare', 'wide toms roll', 'energetic cymbals', 'aggressive', 'energetic', 'manic', 'punchy kick']",energetic
test,hiphop,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\hiphop\hiphop.00062.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\hiphop\hiphop.00062.npy,JI26wmUPcrM,0,10,"A male singer sings this rap vocals with backup singers in harmony. The song is medium tempo with typing and beeping tones, followed by steady drumming rhythm, groovy bass and keyboard harmony. The song is energetic and exciting. The song has a home video intro followed by a rap song.","['typing sounds', 'male rapper', 'backup singers', 'singer self introduction', 'groovy', 'damage rap music', 'beeping tones', 'booming bass line', 'amateur video quality', 'home rap video', 'vocal commentary', 'medium tempo', 'ambient noise', 'street noises', 'energetic', 'passionate', 'story telling', 'amateur video quality', 'gym talk', 'poor quality audio']",energetic
test,country,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\graphs\country\country.00016.pkl,C:\Users\user\Downloads\gnn_bert_music_context\data\processed\features\country\country.00016.npy,suX7Cri4kAo,30,40,"This is a country music piece. There is a female vocalist singing melodically at the forefront. The melodic background consists of the electric guitar, the bass guitar and the piano. The rhythmic background is provided by a simple acoustic drum beat. The atmosphere is upbeat and easygoing. This piece could be playing in the background at a rock bar. It could also work well as an advertisement jingle.","['country music', 'rock', 'female vocal', 'melodic singing', 'electric guitar', 'piano', 'bass guitar', 'acoustic drums', 'simple tune', 'upbeat', 'easygoing']",energetic
